utc_timestamp;cet_cest_timestamp;consumption;solarprod;windprod
2017-01-05T12:00:00Z;2017-01-05T13:00:00+0100;69,952;14,0121276;39,9902362
2017-01-05T13:00:00Z;2017-01-05T14:00:00+0100;68,982;9,5510942;35,9593997
2017-01-05T14:00:00Z;2017-01-05T15:00:00+0100;68,53;3,9006929;34,2133064
2017-01-05T15:00:00Z;2017-01-05T16:00:00+0100;69,482;0,3506647;32,1310088
2017-01-05T16:00:00Z;2017-01-05T17:00:00+0100;73,208;0;31,1332412
2017-01-05T17:00:00Z;2017-01-05T18:00:00+0100;72,972;0;29,5498274
2017-01-05T18:00:00Z;2017-01-05T19:00:00+0100;71,055;0;26,6613625
2017-01-05T19:00:00Z;2017-01-05T20:00:00+0100;67,546;0;24,4127703
2017-01-05T20:00:00Z;2017-01-05T21:00:00+0100;64,701;0;22,3123972
2017-01-05T21:00:00Z;2017-01-05T22:00:00+0100;63,034;0;19,7095252
2017-01-05T22:00:00Z;2017-01-05T23:00:00+0100;59,481;0;17,9200507
2017-01-05T23:00:00Z;2017-01-06T00:00:00+0100;57,271;0;15,2701824
2017-01-06T00:00:00Z;2017-01-06T01:00:00+0100;55,236;0;13,9145199
2017-01-06T01:00:00Z;2017-01-06T02:00:00+0100;53,835;0;13,1481187
2017-01-06T02:00:00Z;2017-01-06T03:00:00+0100;53,439;0;12,8516805
2017-01-06T03:00:00Z;2017-01-06T04:00:00+0100;53,681;0;13,0613563
2017-01-06T04:00:00Z;2017-01-06T05:00:00+0100;55,081;0;12,363642
2017-01-06T05:00:00Z;2017-01-06T06:00:00+0100;58,204;0;12,3202608
2017-01-06T06:00:00Z;2017-01-06T07:00:00+0100;62,694;0;13,3180284
2017-01-06T07:00:00Z;2017-01-06T08:00:00+0100;65,179;0,469963;12,7215369
2017-01-06T08:00:00Z;2017-01-06T09:00:00+0100;66,133;6,0552925;11,1959647
2017-01-06T09:00:00Z;2017-01-06T10:00:00+0100;66,857;14,6917664;9,8475324
2017-01-06T10:00:00Z;2017-01-06T11:00:00+0100;67,423;22,6377562;9,1606634
2017-01-06T11:00:00Z;2017-01-06T12:00:00+0100;66,917;26,3468488;10,1873518
2017-01-06T12:00:00Z;2017-01-06T13:00:00+0100;65,326;24,7345142;11,2501912
2017-01-06T13:00:00Z;2017-01-06T14:00:00+0100;64,226;17,5404652;11,7201542
2017-01-06T14:00:00Z;2017-01-06T15:00:00+0100;64,216;7,3964946;12,9601335
2017-01-06T15:00:00Z;2017-01-06T16:00:00+0100;65,987;0,6579482;14,9339781
2017-01-06T16:00:00Z;2017-01-06T17:00:00+0100;70,233;0;18,1044208
2017-01-06T17:00:00Z;2017-01-06T18:00:00+0100;70,406;0;22,5473787
2017-01-06T18:00:00Z;2017-01-06T19:00:00+0100;68,644;0;26,7770457
2017-01-06T19:00:00Z;2017-01-06T20:00:00+0100;65,518;0;28,6207467
2017-01-06T20:00:00Z;2017-01-06T21:00:00+0100;63,233;0;29,0147926
2017-01-06T21:00:00Z;2017-01-06T22:00:00+0100;62,353;0;30,6849688
2017-01-06T22:00:00Z;2017-01-06T23:00:00+0100;59,769;0;32,5431302
2017-01-06T23:00:00Z;2017-01-07T00:00:00+0100;57,205;0;35,102621
2017-01-07T00:00:00Z;2017-01-07T01:00:00+0100;54,926;0;36,8884804
2017-01-07T01:00:00Z;2017-01-07T02:00:00+0100;53,184;0;38,7104908
2017-01-07T02:00:00Z;2017-01-07T03:00:00+0100;52,117;0;39,8203265
2017-01-07T03:00:00Z;2017-01-07T04:00:00+0100;51,556;0;41,356744
2017-01-07T04:00:00Z;2017-01-07T05:00:00+0100;51,372;0;43,417351
2017-01-07T05:00:00Z;2017-01-07T06:00:00+0100;51,17;0;44,6356397
2017-01-07T06:00:00Z;2017-01-07T07:00:00+0100;53,956;0;44,9646138
2017-01-07T07:00:00Z;2017-01-07T08:00:00+0100;57,809;0,3362043;46,4106538
2017-01-07T08:00:00Z;2017-01-07T09:00:00+0100;61,154;2,3751207;46,6239447
2017-01-07T09:00:00Z;2017-01-07T10:00:00+0100;63,177;4,9599172;44,3898129
2017-01-07T10:00:00Z;2017-01-07T11:00:00+0100;64,204;6,4095723;43,0883769
2017-01-07T11:00:00Z;2017-01-07T12:00:00+0100;63,844;6,4565686;39,4732769
2017-01-07T12:00:00Z;2017-01-07T13:00:00+0100;62,599;5,3322725;38,0561577
2017-01-07T13:00:00Z;2017-01-07T14:00:00+0100;61,592;3,1668276;38,1176144
2017-01-07T14:00:00Z;2017-01-07T15:00:00+0100;61,44;1,1785226;38,6309586
2017-01-07T15:00:00Z;2017-01-07T16:00:00+0100;62,909;0,1048379;38,6164982
2017-01-07T16:00:00Z;2017-01-07T17:00:00+0100;65,993;0;36,5088949
2017-01-07T17:00:00Z;2017-01-07T18:00:00+0100;65,892;0;34,271148
2017-01-07T18:00:00Z;2017-01-07T19:00:00+0100;63,67;0;31,9647142
2017-01-07T19:00:00Z;2017-01-07T20:00:00+0100;60,19;0;31,4947512
2017-01-07T20:00:00Z;2017-01-07T21:00:00+0100;58,006;0;32,3081487
2017-01-07T21:00:00Z;2017-01-07T22:00:00+0100;57,555;0;30,113783
2017-01-07T22:00:00Z;2017-01-07T23:00:00+0100;54,865;0;27,9519532
2017-01-07T23:00:00Z;2017-01-08T00:00:00+0100;51,965;0;24,3007022
2017-01-08T00:00:00Z;2017-01-08T01:00:00+0100;49,522;0;21,1772558
2017-01-08T01:00:00Z;2017-01-08T02:00:00+0100;48,145;0;17,35248
2017-01-08T02:00:00Z;2017-01-08T03:00:00+0100;47,377;0;14,3917131
2017-01-08T03:00:00Z;2017-01-08T04:00:00+0100;47,024;0;12,544397
2017-01-08T04:00:00Z;2017-01-08T05:00:00+0100;46,422;0;10,6717752
2017-01-08T05:00:00Z;2017-01-08T06:00:00+0100;45,531;0;9,4968677
2017-01-08T06:00:00Z;2017-01-08T07:00:00+0100;47,315;0;8,097824
2017-01-08T07:00:00Z;2017-01-08T08:00:00+0100;50,233;0,0831473;5,8130808
2017-01-08T08:00:00Z;2017-01-08T09:00:00+0100;53,757;0,8640089;4,4610334
2017-01-08T09:00:00Z;2017-01-08T10:00:00+0100;56,639;2,2377469;3,578949
2017-01-08T10:00:00Z;2017-01-08T11:00:00+0100;59,182;3,4921866;2,8017025
2017-01-08T11:00:00Z;2017-01-08T12:00:00+0100;59,023;4,0272214;2,2594375
2017-01-08T12:00:00Z;2017-01-08T13:00:00+0100;57,574;3,6729416;1,7894745
2017-01-08T13:00:00Z;2017-01-08T14:00:00+0100;56,237;2,566721;1,2616699
2017-01-08T14:00:00Z;2017-01-08T15:00:00+0100;55,864;1,0086129;1,0266884
2017-01-08T15:00:00Z;2017-01-08T16:00:00+0100;57,395;0,0903775;1,0375337
2017-01-08T16:00:00Z;2017-01-08T17:00:00+0100;61,583;0;1,4243494
2017-01-08T17:00:00Z;2017-01-08T18:00:00+0100;62,478;0;1,8400859
2017-01-08T18:00:00Z;2017-01-08T19:00:00+0100;60,976;0;2,6064871
2017-01-08T19:00:00Z;2017-01-08T20:00:00+0100;58,487;0;3,5970245
2017-01-08T20:00:00Z;2017-01-08T21:00:00+0100;57,064;0;4,4140371
2017-01-08T21:00:00Z;2017-01-08T22:00:00+0100;57,054;0;4,7936226
2017-01-08T22:00:00Z;2017-01-08T23:00:00+0100;54,285;0;5,7913902
2017-01-08T23:00:00Z;2017-01-09T00:00:00+0100;51,844;0;6,9337618
2017-01-09T00:00:00Z;2017-01-09T01:00:00+0100;50,119;0;7,8411519
2017-01-09T01:00:00Z;2017-01-09T02:00:00+0100;49,437;0;8,4014924
2017-01-09T02:00:00Z;2017-01-09T03:00:00+0100;49,655;0;9,6776227
2017-01-09T03:00:00Z;2017-01-09T04:00:00+0100;51,007;0;11,3441838
2017-01-09T04:00:00Z;2017-01-09T05:00:00+0100;54,816;0;12,5950084
2017-01-09T05:00:00Z;2017-01-09T06:00:00+0100;63,348;0;13,7916065
2017-01-09T06:00:00Z;2017-01-09T07:00:00+0100;70,367;0;16,2534896
2017-01-09T07:00:00Z;2017-01-09T08:00:00+0100;73,403;0,1265285;19,1058035
2017-01-09T08:00:00Z;2017-01-09T09:00:00+0100;73,922;1,1640622;20,5120774
2017-01-09T09:00:00Z;2017-01-09T10:00:00+0100;74,964;2,9607669;20,5771492
2017-01-09T10:00:00Z;2017-01-09T11:00:00+0100;75,521;4,8659246;20,714523
2017-01-09T11:00:00Z;2017-01-09T12:00:00+0100;75,374;5,928764;21,2134068
2017-01-09T12:00:00Z;2017-01-09T13:00:00+0100;74,858;5,3901141;22,4353106
2017-01-09T13:00:00Z;2017-01-09T14:00:00+0100;74,079;3,6946322;23,6572144
2017-01-09T14:00:00Z;2017-01-09T15:00:00+0100;73,383;1,2905907;26,2600864
2017-01-09T15:00:00Z;2017-01-09T16:00:00+0100;73,901;0,1373738;32,318994
2017-01-09T16:00:00Z;2017-01-09T17:00:00+0100;76,645;0;38,2369127
2017-01-09T17:00:00Z;2017-01-09T18:00:00+0100;76,012;0;43,0341504
2017-01-09T18:00:00Z;2017-01-09T19:00:00+0100;74,163;0;47,1987456
2017-01-09T19:00:00Z;2017-01-09T20:00:00+0100;70,273;0;51,0885932
2017-01-09T20:00:00Z;2017-01-09T21:00:00+0100;67,172;0;53,9083712
2017-01-09T21:00:00Z;2017-01-09T22:00:00+0100;64,361;0;54,6928479
2017-01-09T22:00:00Z;2017-01-09T23:00:00+0100;60,225;0;56,8040663
2017-01-09T23:00:00Z;2017-01-10T00:00:00+0100;57,343;0;58,7598354
2017-01-10T00:00:00Z;2017-01-10T01:00:00+0100;55,401;0;60,3613247
2017-01-10T01:00:00Z;2017-01-10T02:00:00+0100;54,403;0;61,09519
2017-01-10T02:00:00Z;2017-01-10T03:00:00+0100;54,554;0;62,1544143
2017-01-10T03:00:00Z;2017-01-10T04:00:00+0100;55,58;0;60,8710538
2017-01-10T04:00:00Z;2017-01-10T05:00:00+0100;58,515;0;58,1850345
2017-01-10T05:00:00Z;2017-01-10T06:00:00+0100;66,161;0;57,5451618
2017-01-10T06:00:00Z;2017-01-10T07:00:00+0100;72,754;0;52,4804067
2017-01-10T07:00:00Z;2017-01-10T08:00:00+0100;74,782;0,2783627;44,9067722
2017-01-10T08:00:00Z;2017-01-10T09:00:00+0100;74,67;2,6101022;41,6387218
2017-01-10T09:00:00Z;2017-01-10T10:00:00+0100;75,295;6,6445538;38,1899164
2017-01-10T10:00:00Z;2017-01-10T11:00:00+0100;76,07;9,3016523;35,6593464
2017-01-10T11:00:00Z;2017-01-10T12:00:00+0100;75,626;10,1150498;34,1410044
2017-01-10T12:00:00Z;2017-01-10T13:00:00+0100;75,156;9,1245124;32,2358467
2017-01-10T13:00:00Z;2017-01-10T14:00:00+0100;74,341;6,3661911;29,5823633
2017-01-10T14:00:00Z;2017-01-10T15:00:00+0100;73,427;2,5088794;28,0242552
2017-01-10T15:00:00Z;2017-01-10T16:00:00+0100;73,899;0,2060607;28,8448829
2017-01-10T16:00:00Z;2017-01-10T17:00:00+0100;77,015;0,0036151;31,740578
2017-01-10T17:00:00Z;2017-01-10T18:00:00+0100;76,606;0;33,6131998
2017-01-10T18:00:00Z;2017-01-10T19:00:00+0100;74,629;0;34,4229822
2017-01-10T19:00:00Z;2017-01-10T20:00:00+0100;70,605;0;35,8907128
2017-01-10T20:00:00Z;2017-01-10T21:00:00+0100;67,354;0;37,5319682
2017-01-10T21:00:00Z;2017-01-10T22:00:00+0100;64,686;0;36,9390918
2017-01-10T22:00:00Z;2017-01-10T23:00:00+0100;60,26;0;37,6115004
2017-01-10T23:00:00Z;2017-01-11T00:00:00+0100;57,257;0;39,910704
2017-01-11T00:00:00Z;2017-01-11T01:00:00+0100;55,315;0;42,9943843
2017-01-11T01:00:00Z;2017-01-11T02:00:00+0100;54,066;0;47,0613718
2017-01-11T02:00:00Z;2017-01-11T03:00:00+0100;54,317;0;51,6127827
2017-01-11T03:00:00Z;2017-01-11T04:00:00+0100;55,753;0;57,986204
2017-01-11T04:00:00Z;2017-01-11T05:00:00+0100;59,001;0;65,6791368
2017-01-11T05:00:00Z;2017-01-11T06:00:00+0100;66,587;0;77,8837144
2017-01-11T06:00:00Z;2017-01-11T07:00:00+0100;73,239;0;87,6589448
2017-01-11T07:00:00Z;2017-01-11T08:00:00+0100;75,757;0,2711325;96,1905808
2017-01-11T08:00:00Z;2017-01-11T09:00:00+0100;76,174;2,0172258;102,4700095
2017-01-11T09:00:00Z;2017-01-11T10:00:00+0100;77,117;3,6295604;109,6604434
2017-01-11T10:00:00Z;2017-01-11T11:00:00+0100;77,905;4,9563021;114,1395523
2017-01-11T11:00:00Z;2017-01-11T12:00:00+0100;77,456;5,4479557;114,6239757
2017-01-11T12:00:00Z;2017-01-11T13:00:00+0100;76,782;4,9960682;112,6754368
2017-01-11T13:00:00Z;2017-01-11T14:00:00+0100;75,802;3,6295604;109,8845796
2017-01-11T14:00:00Z;2017-01-11T15:00:00+0100;75,186;1,554493;111,0992532
2017-01-11T15:00:00Z;2017-01-11T16:00:00+0100;75,216;0,1662946;110,7594338
2017-01-11T16:00:00Z;2017-01-11T17:00:00+0100;77,583;0,0072302;107,657678
2017-01-11T17:00:00Z;2017-01-11T18:00:00+0100;76,829;0;108,9121177
2017-01-11T18:00:00Z;2017-01-11T19:00:00+0100;74,854;0;110,0581044
2017-01-11T19:00:00Z;2017-01-11T20:00:00+0100;70,799;0;113,6840497
2017-01-11T20:00:00Z;2017-01-11T21:00:00+0100;67,253;0;114,6492814
2017-01-11T21:00:00Z;2017-01-11T22:00:00+0100;64,437;0;111,3740008
2017-01-11T22:00:00Z;2017-01-11T23:00:00+0100;60,231;0;112,2235493
2017-01-11T23:00:00Z;2017-01-12T00:00:00+0100;57,15;0;112,8164257
2017-01-12T00:00:00Z;2017-01-12T01:00:00+0100;54,965;0;111,4860689
2017-01-12T01:00:00Z;2017-01-12T02:00:00+0100;54,004;0;109,9532665
2017-01-12T02:00:00Z;2017-01-12T03:00:00+0100;54,123;0;108,995265
2017-01-12T03:00:00Z;2017-01-12T04:00:00+0100;55,304;0;108,0264182
2017-01-12T04:00:00Z;2017-01-12T05:00:00+0100;58,378;0;106,9310429
2017-01-12T05:00:00Z;2017-01-12T06:00:00+0100;65,935;0;111,2293968
2017-01-12T06:00:00Z;2017-01-12T07:00:00+0100;72,513;0;109,4833035
2017-01-12T07:00:00Z;2017-01-12T08:00:00+0100;74,926;0,3036684;108,7132872
2017-01-12T08:00:00Z;2017-01-12T09:00:00+0100;74,585;3,2680504;107,513074
2017-01-12T09:00:00Z;2017-01-12T10:00:00+0100;75,273;8,7521571;107,1190281
2017-01-12T10:00:00Z;2017-01-12T11:00:00+0100;75,868;12,5624725;107,6432176
2017-01-12T11:00:00Z;2017-01-12T12:00:00+0100;75,073;14,5543926;106,6671406
2017-01-12T12:00:00Z;2017-01-12T13:00:00+0100;74,453;12,725152;102,235028
2017-01-12T13:00:00Z;2017-01-12T14:00:00+0100;73,514;8,4123377;92,5682506
2017-01-12T14:00:00Z;2017-01-12T15:00:00+0100;72,696;3,5825641;85,9164666
2017-01-12T15:00:00Z;2017-01-12T16:00:00+0100;73,085;0,4085063;76,6545804
2017-01-12T16:00:00Z;2017-01-12T17:00:00+0100;75,891;0,0144604;68,3073145
2017-01-12T17:00:00Z;2017-01-12T18:00:00+0100;75,189;0;59,432244
2017-01-12T18:00:00Z;2017-01-12T19:00:00+0100;73,038;0;55,1085844
2017-01-12T19:00:00Z;2017-01-12T20:00:00+0100;69,073;0;54,3277228
2017-01-12T20:00:00Z;2017-01-12T21:00:00+0100;65,829;0;52,4406406
2017-01-12T21:00:00Z;2017-01-12T22:00:00+0100;63,013;0;51,4645636
2017-01-12T22:00:00Z;2017-01-12T23:00:00+0100;58,495;0;54,1144319
2017-01-12T23:00:00Z;2017-01-13T00:00:00+0100;55,374;0;57,7512225
2017-01-13T00:00:00Z;2017-01-13T01:00:00+0100;53,713;0;61,8218251
2017-01-13T01:00:00Z;2017-01-13T02:00:00+0100;53,104;0;64,3415498
2017-01-13T02:00:00Z;2017-01-13T03:00:00+0100;53,333;0;66,9335765
2017-01-13T03:00:00Z;2017-01-13T04:00:00+0100;54,61;0;73,7263494
2017-01-13T04:00:00Z;2017-01-13T05:00:00+0100;57,86;0;78,050009
2017-01-13T05:00:00Z;2017-01-13T06:00:00+0100;65,128;0;82,4098196
2017-01-13T06:00:00Z;2017-01-13T07:00:00+0100;71,684;0;85,2549033
2017-01-13T07:00:00Z;2017-01-13T08:00:00+0100;74,686;0,4157365;88,1578286
2017-01-13T08:00:00Z;2017-01-13T09:00:00+0100;74,88;2,964382;85,4898848
2017-01-13T09:00:00Z;2017-01-13T10:00:00+0100;75,873;6,5867122;85,5296509
2017-01-13T10:00:00Z;2017-01-13T11:00:00+0100;76,221;9,1751238;84,376434
2017-01-13T11:00:00Z;2017-01-13T12:00:00+0100;75,511;10,6103185;80,9746249
2017-01-13T12:00:00Z;2017-01-13T13:00:00+0100;74,432;10,12228;81,1011534
2017-01-13T13:00:00Z;2017-01-13T14:00:00+0100;72,892;7,7652348;80,399824
2017-01-13T14:00:00Z;2017-01-13T15:00:00+0100;71,789;3,6078698;78,1982281
2017-01-13T15:00:00Z;2017-01-13T16:00:00+0100;72,256;0,4771932;79,4924339
2017-01-13T16:00:00Z;2017-01-13T17:00:00+0100;75,132;0,0108453;80,2479898
2017-01-13T17:00:00Z;2017-01-13T18:00:00+0100;74,378;0;81,9687774
2017-01-13T18:00:00Z;2017-01-13T19:00:00+0100;71,893;0;79,459898
2017-01-13T19:00:00Z;2017-01-13T20:00:00+0100;67,9;0;77,977707
2017-01-13T20:00:00Z;2017-01-13T21:00:00+0100;64,588;0;75,0711666
2017-01-13T21:00:00Z;2017-01-13T22:00:00+0100;62,289;0;73,2889223
2017-01-13T22:00:00Z;2017-01-13T23:00:00+0100;58,848;0;73,4082206
2017-01-13T23:00:00Z;2017-01-14T00:00:00+0100;55,895;0;77,1751548
